Date,open,high,low,close,volume,adj_close,ret_1d,mom_5d,mom_5d_z,fwd_ret_5d,signal_z,position,strategy_ret_net,equity_strategy,equity_buyhold
2016-05-12,92.720001,92.779999,89.470001,90.339996,76314700,89.00837,-0.023456979738385453,-0.031102547879035214,-0.7306695860289568,0.04272747607893512,-0.7306695860289568,0,0.0,1.0495034622070731,0.708117375854314
2016-05-13,90.0,91.669998,90.0,90.519997,44392800,89.185717,0.001992475539098093,-0.02372739863903972,-0.5316555516223814,0.05192227136549232,-0.5316555516223814,0,0.0,1.0495034622070731,0.709528282404514
2016-05-16,92.389999,94.389999,91.650002,93.879997,61259800,92.49619,0.03711886960554467,0.011746909212844603,0.3444093269548664,0.027162372850168204,0.3444093269548664,0,0.0,1.0495034622070731,0.7358651702005333
2016-05-17,94.550003,94.699997,93.010002,93.489998,46916900,92.111939,-0.0041542359744762836,0.000749291320145451,0.08681781293827574,0.04717086674290938,0.08681781293827574,0,0.0,1.0495034622070731,0.7328082126381221
2016-05-18,94.160004,95.209999,93.889999,94.559998,42062400,93.166167,0.011445074454463411,0.022159714961390353,0.597826302988393,0.053511056218509045,0.597826302988393,0,0.0,1.0495034622070731,0.7411952571926077
2016-05-19,94.639999,94.639999,93.57,94.199997,30442100,92.811473,-0.0038071116524520665,0.04272747607893512,1.070743451560845,0.0659236385570563,1.070743451560845,1,0.0,1.0495034622070731,0.7383734440922075
2016-05-20,94.639999,95.43,94.519997,95.220001,32026000,93.816442,0.01082806863759167,0.05192227136549232,1.2594905722612597,0.053875215178166735,1.2594905722612597,1,0.0,1.0495034622070731,0.7463686024250129
2016-05-23,95.870003,97.190002,95.669998,96.43,38018600,95.008606,0.012707410072106518,0.027162372850168204,0.652040745610436,0.035569840904728256,0.652040745610436,0,0.0,1.0495034622070731,0.7558530143209726
2016-05-24,97.220001,98.089996,96.839996,97.900002,35140200,96.456939,0.015244229559583378,0.04717086674290938,1.102334532113991,0.005720096508556871,1.102334532113991,1,0.0,1.0495034622070731,0.7673754111845846
2016-05-25,98.669998,99.739998,98.110001,99.620003,38168800,98.151587,0.0175689589320267,0.053511056218509045,1.2622540587790385,-0.019072488354161976,1.2622540587790385,1,0.0,1.0495034622070731,0.7808573982691337
2016-05-26,99.68,100.730003,98.639999,100.410004,56331200,98.929943,0.007930141771421262,0.0659236385570563,1.5376354696334404,-0.024798376766476005,1.5376354696334404,1,0.0649236385570563,1.1176410456517845,0.7870497081406711
2016-05-27,99.440002,100.470001,99.25,100.349998,36229500,98.870823,-0.0005975946028796697,0.053875215178166735,1.2471949922606862,-0.017140031291132285,1.2471949922606862,1,0.0,1.1176410456517845,0.7865793714828883
2016-05-31,99.599998,100.400002,98.82,99.860001,42307200,98.388047,-0.004882896544716742,0.035569840904728256,0.8356455167842981,-0.008311649889747308,0.8356455167842981,0,0.0,1.1176410456517845,0.782738585787729
