label,total_return,annualized_return,annualized_vol,sharpe,max_drawdown,hit_rate,n_obs
Signal Strategy (net of costs),-0.05355710411466663,-0.031243501652411965,0.2030776344153305,-0.15385003741235903,-0.19657936564361655,0.059496567505720827,437
Buy & Hold AAPL,0.05348408800648219,0.03050150265621121,0.2473227134209573,0.12332673467113359,-0.3044378451788442,0.5011441647597255,437
